"username","description","hand.label_simplified"
"MidnX","The onion is a tuberous vegetable and is a member of the genus Stinkus Delicioso.","other"
"CArguijoDavis","I'm a Florida native with a book addiction working at Home Depot.","other"
"CRBlackmon","Child of God ✝ Fixer of all things! TX Born & Raised #BeachLife🌴 #DigitalMarketing #ConstructionPM #SocialMedia #EmailMarketing #AirbnbSuperHost @MomentiveMedi","other"
"TurtleyFine","RN, Irish wolfhound Mom, Black cat mom, Beach bum, book addict, gypsy soul, music lover, RA & Celiac warrior","other"
"KGibsonTV9","Seminole Co. Photographer @WFTV. Former: @WHIOTV (04-07). Craft beer fan. Music trivia buff. Game show nerd. Dayton, OH bred, 937▶️407, Buckeye Knight. #GoPens","other"
"Ken_Greenwood","Dad, coach, techie - striving to make a better and sustainable tomorrow!","other"
"sas_cleanenergy","Retired Vet, ED @cleanenergyorg, “Good Trouble” Practitioner, working to heal our planet for us and all who follow... RT's NOT endorsements. People not bots","other"
"atlstrwberry","owner of ATL bookstore 📚 https://t.co/fsCi61bW5q
Realtor Atlanta GA 🏡","other"
"KarenFeinen","Druidic tree hugger, actor, musician, writer, thinker, activist, creative person and compassionate global citizen, etc.","other"
"durpx5","I decline to accept the end of man.

Designated leader of a Mystery Religion

Not all tweets reflect my feelings, thoughts, values, or the truth.

Boy/Koala","other"
"DanaeAnceso","International CEO, Shamanic Healer, Chakra Educator, dynamic speaker, author &mom of 3. Bridging the gap between business and mindfulness for success. #empower","other"
"RustyBertrand","Round and round we spin, with feet of lead and wings of tin.
-Kurt Vonnegut.     

Same name on other sites I've migrated to.

Vagabond, traveler, reader.♿🌈","other"
"42harrisbill1","#catholic #Cruzcrew #1A #2A #MAGA #KAG #prolife #ChipRoy #protectusinbattle","other"
"sittinginapark","anarchist, mental health advocate, mom to LGBTQ teen.","other"
"Chantal50172701","Brighton and Hove Albion supporter, Sussex sharks, Eastbourne borough F.C. West Ham, Bromley and Cray Wanderers. animal lover.","other"
"Sadiesniece","Poet, Artist, annoyingly independent female and baking one hell of a blueberry pie!!","other"
"sincerefeedbac_","Live in Hollywood, no not that one. Dad, IT guy. Treehugger. Constant gardener. Socialist.","other"
"PW_ManateeGov","MCG Public Works is committed to maintaining and improving the safety for the traveling public through the most efficient, effective and affordable means.","other"
"ManateeGov","Register for FitFest's 5K run/1-mile walk through scenic Robinson Preserve on SAT, FEB 18; run fee of $35 includes Dry Fit T-shirt, chip timer & medal).","other"
"nickcoote","Corporate Real Estate Advisor, suffering Swindon Town fan! Love fly fishing! All the views & opinions expressed here are personal","other"
"bomber9996","RT’s may not be endorsements, may be informational. Fighting this battle for 11 yrs. on POST: @bomber9996 #UnityFollowsJustice #IStandWithUkraine 🇺🇦💕🙏","other"
"day_douglas","Avatar of someone else. Blues, rags, and country breakdowns, Piedmont style. Hornery. Shiftless.  Charming. Blue eyes. Not officially in the house.","other"
"TammyRosenfeld","blue dot in a red state | 🚫DMs | haters will be blocked | #equalrightsforall | retired nurse | mom promoted to mimi 2020 | #bluecrew  | married to @webmatt1970","other"
"flylinuxinspace","Software engineer | 
He / Him / His #StandForSmall #langtwt #Deutschlernen","other"
"LiquidationU","✨ New Daily Deals. ✨ We are established stock dealers, based in Hampshire and operating worldwide.","other"
"Darth_Mommie","Until such a time as the world ends, we will act as though it intends to spin on.  - Nick Fury 
What do we say to the God of Death? Not today
#OrderofMerritt","other"
"OccupyYtown","OY in solidarity #OWS addresses injustice, govt transparency, inequality & economic crisis https://t.co/2ChLISSfyb…","other"
"FatherRasha","Syrian

ncf

queer
 ♊ 
aspiring creative person

Gay Icon ™","other"
"CindyReadnower","Entrepreneur, Info Junkie, Book Publisher, Business & Marketing, Author. Common sense mixed with the magical.","other"
"mizwizmizwiz","joined October 2015 actually
NO LISTS!  NO PORNO!","other"
"Tampa_Joe_813","Son of a Cuban Immigrant. US Born. 🇨🇺🇺🇸 Equality is what we seek. #DSA #TaxTheRich #BLM #MediCareForAll #Equality #AOC","other"
"TallyAnnaE","Stayin Alive on Twitter
New account at https://t.co/nwUJAcKvQm, same handle
Staying on this dying bird as long as I can.","other"
"geoffreylaxton","Proud Father
Hiker
Anthropologist
Parajuriste
Heavy Metal Guitarist
M.:M.:","other"
"mjoehlerich","Activist interested in Human Rights, Philanthropy, Environment, Education, Politics & Tech. Love to Hike, Sail & Fly. RTs do not equal agreement.","other"
"AntarianRani","I believe in aliens. Save the USA—Use only paper ballots!!! Enough of electronic vote switching!  #WeAreSheep","other"
"lisa_slavens","marine wife, mom and nana.. always wear a mask! tired of this dang mess we’re in! #resistance #Biden2020","other"
"CreechJeff","PEACE, LOVE and
EQUALITY FOR ALL,
Liberal To The Bone, US Navy Vet 🇺🇸","other"
"Build_to_live","Disaster Prevention Consulting Services. Visionary, New Product and Business Brainstormer, Architectural Designer. Look me up on Facebook Bloggers LinkedIn","other"
"ClayRivers","President, Our Human Family. EIC, https://t.co/QgvC4T5skz. Opinions are my own. Love one another. Quietly flying the coop ... it’s time. https://t.co/0LtDLTcDWS","other"
"MissGrebin","Só esperando o estouro do balde. 💙","other"
"sallyatticum","Professional persuader. Re-Tweeting may be an expression of sarcasm.","other"
"mamapilon3","Concierge Travel Advisor 🏝 🚢 🏰 . Wife. Boy mama x 3. Travel. College Basketball. Baseball. “Adventure is Out There”","other"
"scottinclearh2o","Gay voter who never misses elections. Don't waste my time with your opinion. Only interested in facts. Twitter won't get my phone #.","other"
"LynnCatWalters","I'm a Mother on a Path to Change Our World for the Better🌤 Follow! #ACTIVIST #Designer #SocialMediaMaven
#Sales #Marketing
@MashaArcher Extraordinary #Jewelry","other"
"Hand4Paws","Bringing attention to the suffering of animals, to help end their torment and to promote, with emphasis, at risk companion animals.","other"
"muchoray","RUN LOLITA (Tokitae) song of captive orca in Miami Sea Aquarium https://t.co/OvILpfdy1s","other"
"daladydonkista","RASTAFARI,,LINKUP....WE R THA VOICE OF THA 9 MILE DISTRICT,,CALDERWOOD COMMUNITY,OF ST.ANN PARRISH.THE BIRT/RESTING PLACE OF BOB MARLEY....NUDCAUSA@GMAIL.COM","other"
"bridgetmendel","Florida VPK ESE Teacher, Sped Advocate via Chicago, NY, NJ, CT, MA, NH  Twin Mom w/a kid who plays guitar to live","other"
"SRQPost","The Suncoast Post is an online publication designed to highlight the finest businesses, entertainers, restaurants and events on Florida's Suncoast.","media"
"Iaammggrroott","Educated 👨🏾‍🎓 Unapologetic 👌🏾 I’m funny on and off Twitter 🇧🇸","other"
"sparkyb1","Creative, Spiritual, Truth Seeker, Plays, Listens, Learns. Nature, Duck Tollers:💔🐕😰Lilly died Jul24/20. Humanitarian, Artist, Athlete. Boat, Swims, Snowshoes","other"
"OmPrakashChhab5","BJP(social work)
.
100% Follow back","other"
"alxndrmo","Don't sweat what you heard, but act like you know....","other"
"Je_YourLeader","#TeamIDGAF #TeamHeat #TeamMDolphins Snapchat JEY-G1","other"
"FreshPhunky","Formerly world traveling mouse, born in the Bahamas in the '90s. #Music #Health #khive #StillWithHer @freshphunky@post.news  Thank you, Nancy Pelosi!","other"
"LanaKworld","When you don't know what to do -just move. Don't be predictable. Don't be sedentary. Don't get stuck.","other"
"commonsense258","I love sports and current events. Oh and my Yorkie thinks he's human and I'm okay with that.","other"
"thechasemanning","LSD Trip album out now on all music platforms including tiktok !!! click link in bio","other"
"ISellBlkLux","Navy Mom & Day 1 Heat Fan*NanaLyfe😎😎*Old enough not to worry about other folks’ need for Clout. Ur opinion is Ur business. #🥰 KHive/SussexSquad","other"
"Cuore_Imaginado","(G.Y.D☠) Bred in the BX #LGM👻","other"
"2Blindears","Divide and conquer 🤫
No party affiliation🚫","other"
"RattlesnakeX","💥💥💥💥💥💥🔫 😎👍✨ ✨XI✨ ✨","other"
"Excalibur493","More of an adult Twitter as in swearing and the occasional political tomfuckery. Watermelon Muskrat can rot in a ditch.","other"
"Justicebefound","Please RT and Share to help all families of loved ones with their appeals for Justice. Thank you! #Missing #Homicide #Death #Justice #SexualAssault NoMoreHate.","other"
"nised72","Resister, fighter for equality for all. Dog mom fighting with all moms.","other"
"mize_rocmize1","Born American, Defend America. Respecting the Sacrifices Americans have given out of Love Former U.S. Marine . Always thankful to God! Out of Love we Die !","other"
"44artllc","#Artist addicted to Oil Painting #colorado_art_project_news Fine Artist Drawing. Discovering that he is the labyrinth of his own mind.","other"
"Orthodoxpath2","22, i love Talia. R.I.P Howser 🐱❤️💔","other"
"ReneeLascala","Doctor of Pharmacy, iPhotographer, Vegan; Fierce Lover of Literature, the Arcane and Esoteric. INTJ.","other"
"JRW_SocialMedia","Creative Soul | Blocker of Trolls w/o warning | Trying to Lift Others Up | Frequent Failure | Fueled by Coffee, Puns & Sarcasm | Respect and Kindness are Free","other"
"msamson56","Army vet, Retired Hospice RN, Dachshund mom to Molly Masked and 4x vaxxed. #StandWithUkraine 
support @lustgartenfnd 💜","other"
"OnlyBeingMougie","Now Keep In Mind That Im An Artist, ..And Im Sensitive About My Shit 🔥😇💜CFN ✊ ♒️ https://t.co/H6SwHifU4m 🌸Philocalist🌸Rebel ✊🏾‼️","other"
"rojih","when you're accustomed to privilege equality feels like oppression-anon.      dogs, politics, social justice, climate, elect sec/fair vote #uglydogs","other"
"InSpiteOfTrump","Space Force Commander since 2018
#TheResistance since 2016

 
 













 
 













Former Attorney General I guess?","other"
"msrobin1502","I care about what is going on in our country, and how it's being handled. Im very upset with most of our public servants. I thought that they worked for us.","other"
"rhbco2","I am merely a vessel, & the operator is God- European American artisan, & Iraqi Freedom veteran 🇩🇪🇮🇹🇺🇸 https://t.co/YhGZ0V4ECJ","other"
"Ow_My_Back_","Just a disabled retired 🇨🇦 guy living with chronic pain from back injury, degenerative lumbar spine and arthritis. ☕️ Coffee, Cannabis and Cats 👉NO DM’s👈","other"
"MyaNikitaEtc","Take care of yourself. You are enough. #SmallBusinessOwner #NotMeUs #LBGTIA #BLM #NativeLivesMatter #UnionStrong #WNBA","other"
"AngelaM54195037","Human cat caterer of FriarTux, a very dignified reincarnation of what must be at least a royal Egyptian feline.","other"
"cannonsmarina","Family-owned for more than six decades.
You're here to get on the water. We're here to help. 
(941) 383-0311","other"
"CutUhMutha","American Marxist-Leninist ☭ #Juggalo/#Gamer/Loves Life! #FreePalestine #EndSARS 🇳🇬/ https://t.co/hIysmYEO0N  People🌹Planet comrade/tovarish","other"
"Barbiewithatude","Pulling random flotsam and jetsam out of the sieve that is my brain. Natural blonde - never met a joke I couldn't walk straight into without seeing it coming.","other"
"raindduks","#HYUNA: i'm not that good girl that good girl i do what i like | whatever pronouns","other"
"HarborTownie","The better part of a lifetime on 27.9909"""" N","other"
"EddieKun_","Lana del Rey, poetry, anime, DRAG 🥝snap chat and ig : @edd133","other"
"reginaw50361","If You Won't Stand For Something, You Will Fall For Anything. Fight The Evil Power.  In the darkness, there is The Light. A Jesus Follower. FIGHT AND RESIST!","other"
"tera2080","#Solarenergy strengthens civil #defense from CMEs EMPs #cyber #WAR. #Solarpower emergency services reduces #taxes w free #electricity from sunlight 4 millennia.","other"
"SixieGames","Resisting🌟More American Than 🍎 🥧Insatiably Curious📘1st Nation🪶GA🍑SC🌴France🍷KY🏇LA⚜️OH🛩️FL🏖️ Πολλά Idiomas Spoken Ici🦋♤ ❤️ = I see you","other"
"ItsCarolinnee","Brazil 🇧🇷 | Gemini ☼ Virgo ☾ Leo ↑ | (she/her) ♡ | 🏳️‍🌈 | #BLM","other"
"ruthellaowens","#VotingRightsNow 
 I am black/Choctaw.  #NotOneSecond
#GrowTheHellUp","other"
"thedemureshark","Female farmer. Meat is healthy; processed foods, plastics, LED light pollution, Big Pharma, & globalism aren’t. I tweet in English, Deutsch, & Français. #2A","other"
"SpaceyG","“Those who are too lazy to mince fresh garlic don't deserve to eat it.” ~ Anthony Bourdain","other"
"megasaurasss","Just a retired ED/ICU RN because *gestures around at everything*. Now in tech.","other"
"gobuxgal","Mktg/Community Service/Ohio State Alum/Living Proof/⛳️ in-one/Spelling🏆/former R/MSP-ATL- CMH/she-her.","other"
"BlightManor","JonquilJones on YouTube

#2815 on the List","other"
"cyberwiz2000","Not Rightist Nor Leftist But A Humanist.
Injustice Anywhere Is A Threat To Justice Everywhere. No To Racism & Oppression.
Links, Retweets Not Endorsements.","other"
"GetLikeMeAries","| ♈️ | LezBeHonest | Aries zodiac Killa | I dont do DM's -BYOB Strip Club 😏","other"
"rproven","Ignorance is not an excuse for anything.","other"
"A_Ross95","| MI ↗️ ✈️ FL | CMU Alumni🔥🆙","other"
"Tsadiah","I love music... esp. #Aaliyah, great books, fine jewels, and the fragrance of roses","other"
